Purchase{id=1, person=Person{imie='Marsh', nazwisko='Polon', email='mpolon0@google.de', ip='155.43.28.214'}, car=Car{color='#255a97', vin='3D7TT2HT8BG370793', company='Chevrolet', model='Cobalt', model_year='2006', price=67487.58}, localization=Localization[country='Czech Republic', city='Bořetice'], date=2020-09-03}
Purchase{id=710, person=Person{imie='Liuka', nazwisko='Gronno', email='lgronnojp@clickbank.net', ip='24.237.139.160'}, car=Car{color='#63b385', vin='5N1AN0NU5DN788618', company='Mercedes-Benz', model='SLK-Class', model_year='2008', price=17927.78}, localization=Localization[country='Poland', city='Nowa Góra'], date=2020-01-11}
Purchase{id=711, person=Person{imie='Rebeka', nazwisko='Swyne', email='rswynejq@liveinternet.ru', ip='40.135.199.195'}, car=Car{color='#832b60', vin='1FTEW1CF4FF633985', company='Saab', model='9-7X', model_year='2008', price=62681.36}, localization=Localization[country='Poland', city='Górzno'], date=2020-08-27}
Purchase{id=712, person=Person{imie='Collin', nazwisko='Sollime', email='csollimejr@sciencedirect.com', ip='177.129.229.227'}, car=Car{color='#647785', vin='WBADR634X1G734997', company='Mercury', model='Tracer', model_year='1992', price=29227.96}, localization=Localization[country='Czech Republic', city='Všetaty'], date=2020-06-23}
Purchase{id=713, person=Person{imie='Mac', nazwisko='Maxsted', email='mmaxstedjs@globo.com', ip='4.229.2.72'}, car=Car{color='#ce85cd', vin='SCFFDABM9DG129650', company='Lexus', model='IS', model_year='2007', price=43953.17}, localization=Localization[country='Poland', city='Dziemiany'], date=2020-02-20}
Purchase{id=714, person=Person{imie='Alexandra', nazwisko='Whitehorne', email='awhitehornejt@bravesites.com', ip='37.60.232.254'}, car=Car{color='#7a2163', vin='WAUDK78T28A918435', company='Nissan', model='Quest', model_year='2012', price=4025.41}, localization=Localization[country='Poland', city='Wilkowice'], date=2020-06-30}
Purchase{id=715, person=Person{imie='Grissel', nazwisko='Prebble', email='gprebbleju@networkadvertising.org', ip='150.55.116.199'}, car=Car{color='#5f08db', vin='1G6DC67A480661314', company='Buick', model='Rainier', model_year='2004', price=80773.22}, localization=Localization[country='Poland', city='Wilkołaz'], date=2020-12-02}
Purchase{id=716, person=Person{imie='Tracey', nazwisko='Blethin', email='tblethinjv@redcross.org', ip='90.246.143.171'}, car=Car{color='#775447', vin='WAUMGBFL6AA150245', company='Mazda', model='CX-9', model_year='2010', price=19705.91}, localization=Localization[country='Denmark', city='København'], date=2020-06-12}
Purchase{id=717, person=Person{imie='Tiebout', nazwisko='Hadenton', email='thadentonjw@plala.or.jp', ip='82.188.213.139'}, car=Car{color='#c2bf43', vin='KM8JT3AB0CU252997', company='Lincoln', model='Navigator', model_year='2008', price=1229.56}, localization=Localization[country='Germany', city='Berlin'], date=2020-11-26}
Purchase{id=718, person=Person{imie='Kellina', nazwisko='Hanalan', email='khanalanjx@npr.org', ip='86.94.25.150'}, car=Car{color='#b36c62', vin='WBA3A5C54DJ985706', company='Lincoln', model='Navigator', model_year='2006', price=14405.46}, localization=Localization[country='Poland', city='Zabierzów'], date=2020-09-14}
Purchase{id=719, person=Person{imie='Gayleen', nazwisko='Harrell', email='gharrelljy@ycombinator.com', ip='117.126.173.24'}, car=Car{color='#03a432', vin='4JGBB2FB4BA998024', company='Lotus', model='Esprit', model_year='2004', price=17571.25}, localization=Localization[country='Poland', city='Kowale Oleckie'], date=2020-03-22}
Purchase{id=720, person=Person{imie='Anthony', nazwisko='Smeaton', email='asmeatonjz@feedburner.com', ip='190.166.165.237'}, car=Car{color='#51b296', vin='JM1DE1KY0E0899980', company='Ford', model='Escape', model_year='2012', price=9988.65}, localization=Localization[country='Poland', city='Trzciana'], date=2020-06-01}
Purchase{id=721, person=Person{imie='Josefina', nazwisko='Minto', email='jmintok0@altervista.org', ip='37.169.220.58'}, car=Car{color='#c27af5', vin='2B3CK4CV8AH592607', company='Pontiac', model='G6', model_year='2007', price=44112.55}, localization=Localization[country='Poland', city='Drzewica'], date=2020-10-31}
Purchase{id=722, person=Person{imie='Fabian', nazwisko='Oxtoby', email='foxtobyk1@psu.edu', ip='135.138.148.20'}, car=Car{color='#af5902', vin='1GKS1CE07ER948290', company='Audi', model='A3', model_year='2006', price=2375.20}, localization=Localization[country='Czech Republic', city='Mnichovo Hradiště'], date=2020-04-26}
Purchase{id=723, person=Person{imie='Lou', nazwisko='Spittle', email='lspittlek2@google.cn', ip='7.89.74.148'}, car=Car{color='#64a2a1', vin='WBAEH13567C622572', company='Cadillac', model='Eldorado', model_year='2001', price=19680.87}, localization=Localization[country='Poland', city='Włoszczowa'], date=2020-06-10}
Purchase{id=724, person=Person{imie='Bella', nazwisko='Lehrer', email='blehrerk3@dropbox.com', ip='177.33.110.64'}, car=Car{color='#158ec7', vin='1G6AD5SXXD0031247', company='Kia', model='Optima', model_year='2008', price=36354.28}, localization=Localization[country='Poland', city='Boronów'], date=2020-05-29}
Purchase{id=725, person=Person{imie='Maure', nazwisko='Klimkiewich', email='mklimkiewichk4@cyberchimps.com', ip='33.107.49.141'}, car=Car{color='#9b4395', vin='WAUGGAFR3DA143978', company='Ford', model='E-Series', model_year='1992', price=20677.50}, localization=Localization[country='Poland', city='Sosnówka'], date=2020-09-26}
Purchase{id=726, person=Person{imie='Malory', nazwisko='McHaffy', email='mmchaffyk5@google.com.br', ip='107.82.158.90'}, car=Car{color='#d6c40f', vin='1D4PT6GX9AW071839', company='Subaru', model='Forester', model_year='1999', price=78481.71}, localization=Localization[country='Poland', city='Zabłocie'], date=2020-07-27}
Purchase{id=727, person=Person{imie='Isidro', nazwisko='Shackleford', email='ishacklefordk6@cmu.edu', ip='38.81.83.72'}, car=Car{color='#784e4f', vin='3D73M4EL7AG525006', company='Ford', model='Thunderbird', model_year='1990', price=43073.07}, localization=Localization[country='Poland', city='Łaziska Górne'], date=2020-10-30}
Purchase{id=728, person=Person{imie='Gilli', nazwisko='Berridge', email='gberridgek7@cloudflare.com', ip='156.102.249.215'}, car=Car{color='#fa2033', vin='3D7TP2CTXBG823128', company='Jaguar', model='XJ Series', model_year='1996', price=24425.00}, localization=Localization[country='Poland', city='Sosnowiec'], date=2020-03-17}
Purchase{id=729, person=Person{imie='Tierney', nazwisko='Bullent', email='tbullentk8@ibm.com', ip='8.8.111.155'}, car=Car{color='#f2bd67', vin='1C4AJWAG0FL779908', company='Mercedes-Benz', model='M-Class', model_year='2010', price=76751.56}, localization=Localization[country='Poland', city='Kamieniec Wrocławski'], date=2020-01-06}
Purchase{id=730, person=Person{imie='Julie', nazwisko='Power', email='jpowerk9@ihg.com', ip='212.159.150.43'}, car=Car{color='#428843', vin='WAUSH78E07A836919', company='Ford', model='Mustang', model_year='1986', price=51802.38}, localization=Localization[country='Poland', city='Rudniki'], date=2020-01-01}
Purchase{id=731, person=Person{imie='Berkie', nazwisko='Milam', email='bmilamka@cloudflare.com', ip='138.169.71.151'}, car=Car{color='#88987b', vin='SALAC2D43CA044201', company='Buick', model='Century', model_year='2000', price=8718.64}, localization=Localization[country='Poland', city='Włoszczowa'], date=2020-07-22}
Purchase{id=732, person=Person{imie='Nickolai', nazwisko='Shegog', email='nshegogkb@cnn.com', ip='161.26.212.24'}, car=Car{color='#0f5cf8', vin='WAUBF78KX9N921807', company='Volkswagen', model='Golf', model_year='1992', price=18020.98}, localization=Localization[country='Czech Republic', city='Ludgeřovice'], date=2020-08-02}
Purchase{id=733, person=Person{imie='Gaylord', nazwisko='Dosedale', email='gdosedalekc@hugedomains.com', ip='202.25.221.17'}, car=Car{color='#2b1164', vin='1C3CCBAG0EN919801', company='Mercedes-Benz', model='SL-Class', model_year='2009', price=81517.63}, localization=Localization[country='Czech Republic', city='Višňova'], date=2020-03-04}
Purchase{id=734, person=Person{imie='Chrysa', nazwisko='Colman', email='ccolmankd@issuu.com', ip='210.68.171.160'}, car=Car{color='#c023b2', vin='JN1CV6EK0BM778471', company='BMW', model='X5 M', model_year='2010', price=74527.00}, localization=Localization[country='Poland', city='Cisek'], date=2020-04-29}
Purchase{id=735, person=Person{imie='Perl', nazwisko='Caiger', email='pcaigerke@wordpress.com', ip='38.245.198.204'}, car=Car{color='#f81757', vin='1C3BCBFG5CN025486', company='BMW', model='X6', model_year='2009', price=64508.20}, localization=Localization[country='Poland', city='Leśnica'], date=2020-10-27}
Purchase{id=736, person=Person{imie='Bryan', nazwisko='Thiolier', email='bthiolierkf@delicious.com', ip='183.200.133.169'}, car=Car{color='#e3825f', vin='WBA3N9C54EK059510', company='Mitsubishi', model='Pajero', model_year='2002', price=40611.47}, localization=Localization[country='Czech Republic', city='Bílovec'], date=2020-02-18}
Purchase{id=737, person=Person{imie='Port', nazwisko='Dennington', email='pdenningtonkg@trellian.com', ip='239.195.141.98'}, car=Car{color='#0dd7dd', vin='2C3CCAAG5EH125508', company='Pontiac', model='Grand Prix', model_year='1966', price=9921.56}, localization=Localization[country='Poland', city='Zbąszyń'], date=2020-06-28}
Purchase{id=738, person=Person{imie='Adolphus', nazwisko='Artindale', email='aartindalekh@businesswire.com', ip='43.232.241.99'}, car=Car{color='#912d77', vin='3C63DRJL2CG659266', company='Toyota', model='TundraMax', model_year='2008', price=21198.48}, localization=Localization[country='Poland', city='Piastów'], date=2020-06-16}
Purchase{id=739, person=Person{imie='Zonnya', nazwisko='Rivelin', email='zrivelinki@mayoclinic.com', ip='182.160.245.142'}, car=Car{color='#79edb3', vin='2T1BU4EE9BC690123', company='Chevrolet', model='G-Series G20', model_year='1994', price=39825.36}, localization=Localization[country='Poland', city='Strachówka'], date=2020-05-23}
Purchase{id=740, person=Person{imie='Philippine', nazwisko='Newman', email='pnewmankj@github.io', ip='32.160.93.106'}, car=Car{color='#734857', vin='2HNYD288X8H248397', company='Mercedes-Benz', model='S-Class', model_year='1989', price=32875.67}, localization=Localization[country='Czech Republic', city='Vyškov'], date=2020-02-11}
Purchase{id=741, person=Person{imie='Cort', nazwisko='O'Fihily', email='cofihilykk@dyndns.org', ip='107.31.125.185'}, car=Car{color='#28ba1e', vin='WBAVB73597F366589', company='Volkswagen', model='Passat', model_year='2008', price=39395.61}, localization=Localization[country='Poland', city='Kamionka'], date=2020-10-27}
Purchase{id=742, person=Person{imie='Shaw', nazwisko='Fairbridge', email='sfairbridgekl@behance.net', ip='16.112.59.248'}, car=Car{color='#0f4863', vin='JM1NC2PF9E0959424', company='Suzuki', model='Verona', model_year='2005', price=48857.49}, localization=Localization[country='Poland', city='Frydrychowice'], date=2020-01-30}
Purchase{id=743, person=Person{imie='Phebe', nazwisko='Aubry', email='paubrykm@samsung.com', ip='49.195.241.229'}, car=Car{color='#31b293', vin='WBA3T7C54F5397595', company='Ford', model='Thunderbird', model_year='1972', price=48238.70}, localization=Localization[country='Czech Republic', city='Měřín'], date=2020-01-28}
Purchase{id=744, person=Person{imie='Brook', nazwisko='Maling', email='bmalingkn@ustream.tv', ip='218.96.249.226'}, car=Car{color='#5cd826', vin='SALFR2BN3CH239657', company='Hyundai', model='Sonata', model_year='2007', price=87557.69}, localization=Localization[country='Poland', city='Niedzica'], date=2020-04-05}
Purchase{id=745, person=Person{imie='Thia', nazwisko='Glenny', email='tglennyko@printfriendly.com', ip='33.206.18.2'}, car=Car{color='#5631a3', vin='1N4AB7AP2EN430700', company='Buick', model='Estate', model_year='1989', price=81302.51}, localization=Localization[country='Czech Republic', city='Stará Huť'], date=2020-03-27}
Purchase{id=746, person=Person{imie='Rosy', nazwisko='Marion', email='rmarionkp@pcworld.com', ip='163.249.12.142'}, car=Car{color='#81d92c', vin='WBA3A5G51EN209196', company='Kia', model='Sedona', model_year='2007', price=56191.31}, localization=Localization[country='Germany', city='München'], date=2020-09-06}
Purchase{id=747, person=Person{imie='Florella', nazwisko='Leonard', email='fleonardkq@walmart.com', ip='224.124.229.58'}, car=Car{color='#856a31', vin='KMHTC6ADXFU970704', company='Mazda', model='626', model_year='1993', price=71137.72}, localization=Localization[country='Czech Republic', city='Žirovnice'], date=2020-09-10}
Purchase{id=748, person=Person{imie='Ashli', nazwisko='Blaske', email='ablaskekr@utexas.edu', ip='205.136.124.26'}, car=Car{color='#1ff3f1', vin='1FTEX1CM9CF292574', company='GMC', model='Sierra 1500', model_year='2011', price=56821.35}, localization=Localization[country='Poland', city='Dzięgielów'], date=2020-05-23}
Purchase{id=749, person=Person{imie='Daffy', nazwisko='Baudains', email='dbaudainsks@sphinn.com', ip='101.5.63.49'}, car=Car{color='#c2f451', vin='WBAPK7C5XAA490125', company='Dodge', model='Durango', model_year='2009', price=45584.85}, localization=Localization[country='Poland', city='Ochla'], date=2020-12-28}
Purchase{id=750, person=Person{imie='Rowena', nazwisko='Baudins', email='rbaudinskt@twitter.com', ip='234.20.48.161'}, car=Car{color='#5fccf5', vin='WAUWFBFL9AA874362', company='Ford', model='Freestar', model_year='2003', price=74898.80}, localization=Localization[country='Poland', city='Klimontów'], date=2020-01-30}
Purchase{id=751, person=Person{imie='Georgina', nazwisko='Darth', email='gdarthku@amazon.com', ip='39.214.180.208'}, car=Car{color='#6b88b1', vin='4T1BF1FK7EU562107', company='Nissan', model='Datsun/Nissan Z-car', model_year='1990', price=88329.10}, localization=Localization[country='Poland', city='Piekoszów'], date=2020-02-08}
Purchase{id=752, person=Person{imie='Stephen', nazwisko='Seilmann', email='sseilmannkv@cbsnews.com', ip='175.97.228.116'}, car=Car{color='#37a5b2', vin='JH4KB26519C752916', company='Volkswagen', model='Phaeton', model_year='2005', price=12833.78}, localization=Localization[country='Poland', city='Kluki'], date=2020-06-06}
Purchase{id=753, person=Person{imie='Karina', nazwisko='Stainer', email='kstainerkw@e-recht24.de', ip='190.39.22.207'}, car=Car{color='#e0d33e', vin='3D4PH9FV8AT627616', company='Chrysler', model='Sebring', model_year='2000', price=87816.17}, localization=Localization[country='Poland', city='Paprotnia'], date=2020-01-14}
Purchase{id=754, person=Person{imie='Marshall', nazwisko='Adamiec', email='madamieckx@flickr.com', ip='215.141.7.211'}, car=Car{color='#0d7282', vin='SCBLE37G45C648386', company='BMW', model='X5', model_year='2012', price=33217.66}, localization=Localization[country='Poland', city='Brzozów'], date=2020-05-10}
Purchase{id=755, person=Person{imie='Caryn', nazwisko='Connachan', email='cconnachanky@intel.com', ip='245.123.176.226'}, car=Car{color='#7de7e6', vin='1G6KD57Y38U451081', company='Mazda', model='MPV', model_year='1992', price=89254.00}, localization=Localization[country='Czech Republic', city='Měcholupy'], date=2020-07-25}
Purchase{id=756, person=Person{imie='Dina', nazwisko='Walkey', email='dwalkeykz@wisc.edu', ip='233.131.26.182'}, car=Car{color='#17dbfd', vin='SCBBR93W88C407550', company='Mercury', model='Grand Marquis', model_year='1992', price=96434.99}, localization=Localization[country='Czech Republic', city='Františkovy Lázně'], date=2020-04-11}
Purchase{id=757, person=Person{imie='Amby', nazwisko='Righy', email='arighyl0@goo.gl', ip='183.87.159.234'}, car=Car{color='#eab205', vin='WAUWFAFL6BA883595', company='Jaguar', model='XK', model_year='2009', price=18787.12}, localization=Localization[country='Poland', city='Murów'], date=2020-06-27}
Purchase{id=758, person=Person{imie='Agnes', nazwisko='Lingfoot', email='alingfootl1@eventbrite.com', ip='34.51.204.59'}, car=Car{color='#4c6a2e', vin='JM3TB2CA9D0750470', company='Ford', model='Laser', model_year='1987', price=68546.30}, localization=Localization[country='Poland', city='Gorzyczki'], date=2020-05-27}
Purchase{id=759, person=Person{imie='Fina', nazwisko='Potebury', email='fpoteburyl2@eepurl.com', ip='24.163.163.111'}, car=Car{color='#48ac4f', vin='3GYFNAE37ES595203', company='Acura', model='Integra', model_year='1996', price=24435.25}, localization=Localization[country='Germany', city='Osnabrück'], date=2020-04-18}
Purchase{id=760, person=Person{imie='Tony', nazwisko='Jiran', email='tjiranl3@admin.ch', ip='101.27.81.161'}, car=Car{color='#63533e', vin='WAUFFAFL1FA834942', company='Pontiac', model='GTO', model_year='1972', price=86303.79}, localization=Localization[country='Slovakia', city='Bratislava'], date=2020-04-15}
Purchase{id=761, person=Person{imie='Ritchie', nazwisko='D'Elias', email='rdeliasl4@arstechnica.com', ip='169.229.184.145'}, car=Car{color='#f68a48', vin='1G6DN8EV1A0298018', company='Ford', model='Mustang', model_year='1979', price=64996.18}, localization=Localization[country='Czech Republic', city='Velké Meziříčí'], date=2020-08-15}
Purchase{id=762, person=Person{imie='Ermin', nazwisko='Redmond', email='eredmondl5@npr.org', ip='6.224.67.159'}, car=Car{color='#4b64d5', vin='W04GV5EV3B1730803', company='Volkswagen', model='Golf', model_year='1976', price=55014.97}, localization=Localization[country='Poland', city='Działdowo'], date=2020-08-08}
Purchase{id=763, person=Person{imie='Roshelle', nazwisko='Leber', email='rleberl6@histats.com', ip='12.69.173.234'}, car=Car{color='#e6fa6c', vin='WDDHF2EB7BA330597', company='Buick', model='Regal', model_year='2001', price=54411.09}, localization=Localization[country='Germany', city='München'], date=2020-02-14}
Purchase{id=764, person=Person{imie='Nealon', nazwisko='Mewhirter', email='nmewhirterl7@amazon.co.jp', ip='102.107.68.203'}, car=Car{color='#72a09a', vin='1ZVBP8JS1A5304443', company='Toyota', model='4Runner', model_year='2002', price=70872.84}, localization=Localization[country='Czech Republic', city='Všeruby'], date=2020-04-12}
Purchase{id=765, person=Person{imie='Fredrika', nazwisko='Kleynen', email='fkleynenl8@e-recht24.de', ip='39.193.180.228'}, car=Car{color='#e3928f', vin='3D7TP2CT1BG169068', company='Dodge', model='Ram Van 2500', model_year='1997', price=93066.99}, localization=Localization[country='Poland', city='Prusice'], date=2020-10-25}
Purchase{id=766, person=Person{imie='Ashlin', nazwisko='Nagle', email='anaglel9@facebook.com', ip='15.150.23.198'}, car=Car{color='#d03493', vin='JH4DC53053C259280', company='Oldsmobile', model='Bravada', model_year='1997', price=99984.84}, localization=Localization[country='Poland', city='Osielsko'], date=2020-02-29}
Purchase{id=767, person=Person{imie='Conney', nazwisko='Derham', email='cderhamla@tripadvisor.com', ip='161.192.57.99'}, car=Car{color='#89cfd8', vin='WA1YD54B12N562456', company='Chrysler', model='Sebring', model_year='1998', price=94816.65}, localization=Localization[country='Poland', city='Rzewnie'], date=2020-11-22}
Purchase{id=768, person=Person{imie='Zitella', nazwisko='Twinberrow', email='ztwinberrowlb@naver.com', ip='248.43.124.23'}, car=Car{color='#b9615b', vin='SALVN2BG5FH918505', company='Saab', model='9-7X', model_year='2009', price=47600.13}, localization=Localization[country='Poland', city='Łąck'], date=2020-12-14}
Purchase{id=769, person=Person{imie='Herby', nazwisko='Kidwell', email='hkidwelllc@prweb.com', ip='147.253.32.231'}, car=Car{color='#b24a81', vin='WBAAV33411F763601', company='Toyota', model='Corolla', model_year='2005', price=74715.53}, localization=Localization[country='Poland', city='Mrągowo'], date=2020-08-01}
Purchase{id=770, person=Person{imie='Elianore', nazwisko='D'Enrico', email='edenricold@twitpic.com', ip='198.136.50.169'}, car=Car{color='#853e82', vin='19UUA56632A835001', company='Maybach', model='62', model_year='2006', price=92208.52}, localization=Localization[country='Poland', city='Ostrów Mazowiecka'], date=2020-09-17}
Purchase{id=771, person=Person{imie='Mikol', nazwisko='Ends', email='mendsle@sohu.com', ip='198.228.2.241'}, car=Car{color='#20f083', vin='1FTWF3A53AE771803', company='Dodge', model='Ram 2500 Club', model_year='1996', price=32511.62}, localization=Localization[country='Poland', city='Odolanów'], date=2020-06-23}
Purchase{id=772, person=Person{imie='Doll', nazwisko='Bagge', email='dbaggelf@studiopress.com', ip='3.148.90.191'}, car=Car{color='#09e3aa', vin='WBAYA6C53FD599274', company='Chevrolet', model='Tracker', model_year='2000', price=72207.02}, localization=Localization[country='Poland', city='Maniowy'], date=2020-02-12}
Purchase{id=773, person=Person{imie='Loreen', nazwisko='Reeds', email='lreedslg@weather.com', ip='55.90.84.7'}, car=Car{color='#0b8a97', vin='1FT7W2A69EE627072', company='Buick', model='Park Avenue', model_year='2003', price=60691.83}, localization=Localization[country='Poland', city='Bogoria'], date=2020-05-04}
Purchase{id=774, person=Person{imie='Ninetta', nazwisko='Sole', email='nsolelh@mysql.com', ip='80.93.165.125'}, car=Car{color='#688fdc', vin='1G6AM5SX7E0984774', company='Toyota', model='Sequoia', model_year='2008', price=46742.90}, localization=Localization[country='Poland', city='Brok'], date=2020-09-29}
Purchase{id=775, person=Person{imie='Giusto', nazwisko='Kaygill', email='gkaygillli@telegraph.co.uk', ip='219.150.26.162'}, car=Car{color='#715f87', vin='WAULC68E15A934576', company='Rolls-Royce', model='Phantom', model_year='2008', price=56285.59}, localization=Localization[country='Poland', city='Białołeka'], date=2020-08-03}
Purchase{id=776, person=Person{imie='Bron', nazwisko='Troup', email='btrouplj@businesswire.com', ip='177.19.129.92'}, car=Car{color='#fe4389', vin='1N4AA5APXAC978151', company='Aston Martin', model='DBS', model_year='2012', price=72356.01}, localization=Localization[country='Czech Republic', city='Světlá nad Sázavou'], date=2020-12-04}
Purchase{id=777, person=Person{imie='Hewie', nazwisko='Gerwood', email='hgerwoodlk@unesco.org', ip='17.71.222.173'}, car=Car{color='#c7d6fd', vin='JH4CU2F46CC871476', company='Infiniti', model='FX', model_year='2007', price=36091.78}, localization=Localization[country='Czech Republic', city='Vlachovice'], date=2020-10-13}
Purchase{id=778, person=Person{imie='Tarra', nazwisko='Lenglet', email='tlengletll@cbc.ca', ip='19.250.195.211'}, car=Car{color='#8dfad5', vin='KMHCT4AE5EU157928', company='Nissan', model='Altima', model_year='1997', price=37540.55}, localization=Localization[country='Czech Republic', city='Lučina'], date=2020-01-31}
Purchase{id=779, person=Person{imie='Prentiss', nazwisko='Aish', email='paishlm@chronoengine.com', ip='4.15.170.152'}, car=Car{color='#d3845c', vin='YV4952BZ2E1701993', company='Chevrolet', model='Cavalier', model_year='1996', price=72928.00}, localization=Localization[country='Poland', city='Markowa'], date=2020-02-07}
Purchase{id=780, person=Person{imie='Vivi', nazwisko='Keough', email='vkeoughln@merriam-webster.com', ip='56.73.252.43'}, car=Car{color='#22b80c', vin='3VWKX7AJ2AM850860', company='BMW', model='M3', model_year='2005', price=28318.62}, localization=Localization[country='Poland', city='Świdwin'], date=2020-09-28}
Purchase{id=781, person=Person{imie='Kerry', nazwisko='Eaddy', email='keaddylo@livejournal.com', ip='179.65.199.129'}, car=Car{color='#a3be82', vin='1FTEW1CFXFK468130', company='Mercedes-Benz', model='SL-Class', model_year='1994', price=4799.02}, localization=Localization[country='Poland', city='Zielona Góra'], date=2020-12-28}
Purchase{id=782, person=Person{imie='Kaila', nazwisko='Grimes', email='kgrimeslp@etsy.com', ip='117.134.130.196'}, car=Car{color='#da7b08', vin='2C3CCARGXDH605370', company='Chevrolet', model='Impala', model_year='1996', price=3950.11}, localization=Localization[country='Poland', city='Piła'], date=2020-05-18}
Purchase{id=783, person=Person{imie='Pete', nazwisko='Vala', email='pvalalq@reference.com', ip='158.119.73.26'}, car=Car{color='#016608', vin='WAUDG94F36N580871', company='Pontiac', model='Vibe', model_year='2010', price=13702.26}, localization=Localization[country='Czech Republic', city='Kunčice pod Ondřejníkem'], date=2020-01-02}
Purchase{id=784, person=Person{imie='Adiana', nazwisko='Zorzenoni', email='azorzenonilr@java.com', ip='123.30.26.84'}, car=Car{color='#2580c1', vin='3FA6P0PU3ER633443', company='Isuzu', model='Amigo', model_year='2000', price=36303.51}, localization=Localization[country='Germany', city='Frankfurt am Main'], date=2020-06-09}
Purchase{id=785, person=Person{imie='Elton', nazwisko='MacLaughlin', email='emaclaughlinls@feedburner.com', ip='63.57.95.167'}, car=Car{color='#d981fa', vin='WVGAV7AX9FW335673', company='Mercedes-Benz', model='C-Class', model_year='1999', price=87503.18}, localization=Localization[country='Czech Republic', city='Petrov'], date=2020-04-15}
Purchase{id=786, person=Person{imie='Gabbie', nazwisko='Swidenbank', email='gswidenbanklt@deviantart.com', ip='7.91.176.191'}, car=Car{color='#cced5e', vin='2G4WD582871982579', company='Porsche', model='911', model_year='2012', price=96690.50}, localization=Localization[country='Poland', city='Żółkiewka'], date=2020-11-23}
Purchase{id=787, person=Person{imie='Willamina', nazwisko='Heintze', email='wheintzelu@newsvine.com', ip='53.240.147.7'}, car=Car{color='#21d18c', vin='WBASP4C56AC472252', company='Oldsmobile', model='Achieva', model_year='1995', price=27473.11}, localization=Localization[country='Poland', city='Śniadowo'], date=2020-11-08}
Purchase{id=788, person=Person{imie='Andriana', nazwisko='Ox', email='aoxlv@google.de', ip='114.57.19.190'}, car=Car{color='#91ba46', vin='WDDHF5GB4AA749620', company='Toyota', model='Prius', model_year='2007', price=85887.26}, localization=Localization[country='Czech Republic', city='Horní Bečva'], date=2020-11-01}
Purchase{id=789, person=Person{imie='Les', nazwisko='Luebbert', email='lluebbertlw@noaa.gov', ip='56.143.94.250'}, car=Car{color='#68fcf2', vin='1FTSW3A5XAE364902', company='Bentley', model='Continental', model_year='2008', price=57996.64}, localization=Localization[country='Poland', city='Ruda Śląska'], date=2020-08-24}
Purchase{id=790, person=Person{imie='Benyamin', nazwisko='Nodes', email='bnodeslx@gizmodo.com', ip='112.70.141.94'}, car=Car{color='#c5ab8a', vin='KMHGC4DD0DU079500', company='Mercury', model='Villager', model_year='1996', price=19761.40}, localization=Localization[country='Germany', city='Hamburg Harvestehude'], date=2020-05-14}
Purchase{id=791, person=Person{imie='Dillon', nazwisko='Goolden', email='dgooldenly@ibm.com', ip='98.10.45.205'}, car=Car{color='#9882e2', vin='1FMEU6FE6AU564822', company='Hyundai', model='Santa Fe', model_year='2006', price=38452.21}, localization=Localization[country='Czech Republic', city='Prachatice'], date=2020-10-23}
Purchase{id=792, person=Person{imie='Leigh', nazwisko='Froschauer', email='lfroschauerlz@wufoo.com', ip='97.207.13.52'}, car=Car{color='#690902', vin='1FTWX3B50AE789283', company='Mercury', model='Topaz', model_year='1990', price=6267.14}, localization=Localization[country='Czech Republic', city='Všetaty'], date=2020-08-27}
Purchase{id=793, person=Person{imie='Lula', nazwisko='Langthorne', email='llangthornem0@sciencedaily.com', ip='70.18.129.64'}, car=Car{color='#d20bc0', vin='JA32U2FU0EU192151', company='Pontiac', model='Grand Am', model_year='2000', price=31178.86}, localization=Localization[country='Czech Republic', city='Vyškov'], date=2020-07-18}
Purchase{id=794, person=Person{imie='Leena', nazwisko='Davitti', email='ldavittim1@typepad.com', ip='32.214.186.244'}, car=Car{color='#0ea6be', vin='WBAYF8C50ED780859', company='Toyota', model='Prius', model_year='2002', price=64093.23}, localization=Localization[country='Czech Republic', city='Jaroměř'], date=2020-12-02}
Purchase{id=795, person=Person{imie='Lexine', nazwisko='Rubinsztein', email='lrubinszteinm2@chronoengine.com', ip='49.234.14.109'}, car=Car{color='#fdc979', vin='4JGBB2FB8AA453054', company='Volkswagen', model='Cabriolet', model_year='1992', price=11057.77}, localization=Localization[country='Poland', city='Granica'], date=2020-06-04}
Purchase{id=796, person=Person{imie='Florence', nazwisko='Shepton', email='fsheptonm3@mapy.cz', ip='4.65.18.55'}, car=Car{color='#772c62', vin='1GD422CG5EF564985', company='Mercedes-Benz', model='CL-Class', model_year='2006', price=77944.64}, localization=Localization[country='Czech Republic', city='Bludov'], date=2020-03-10}
Purchase{id=797, person=Person{imie='Massimo', nazwisko='Bilbie', email='mbilbiem4@hatena.ne.jp', ip='50.47.227.46'}, car=Car{color='#977d31', vin='KMHHT6KD8AU381440', company='Honda', model='Odyssey', model_year='1995', price=43174.49}, localization=Localization[country='Poland', city='Szczaniec'], date=2020-01-13}
Purchase{id=798, person=Person{imie='Karlis', nazwisko='Pryor', email='kpryorm5@seesaa.net', ip='144.142.151.229'}, car=Car{color='#0f8702', vin='1FMJK1H59BE663960', company='Oldsmobile', model='Cutlass Supreme', model_year='1997', price=91265.88}, localization=Localization[country='Poland', city='Sokółka'], date=2020-07-14}
